Year,County,District,School,Subject,Scored,Category,Score,Students
2021,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Math,37,Advanced,18.9,7
2021,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Math,100,Advanced,34,34
2021,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,English,99,Advanced,4,4
2021,Columbia,SUSQ-CYBER CS,SUSQ-CYBER CS,Math,16,Advanced,12.5,2
2021,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Math,128,Advanced,46.1,60
2021,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Science,59,Advanced,78,47
2021,State,,,Math,101846,Proficient,34.4,35036
2021,State,,,Science,56721,Proficient,33.2,18832
2021,State,,,English,11090,Proficient,41.5,4603
2021,Columbia,BENTON AREA SD,BENTON AREA HS,Math,43,Proficient,30.2,13
2021,Columbia,BENTON AREA SD,BENTON AREA HS,Science,13,Proficient,53.8,7
2021,Columbia,BERWICK AREA SD,BERWICK AREA HS,Math,133,Proficient,48.1,64
2021,Columbia,BERWICK AREA SD,BERWICK AREA HS,Science,37,Proficient,24.3,9
2021,Columbia,BERWICK AREA SD,BERWICK AREA HS,English,24,Proficient,33.3,8
2021,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Math,86,Proficient,23.3,21
2021,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Science,48,Proficient,41.7,21
2021,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Math,132,Proficient,34.1,46
2021,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Science,61,Proficient,26.2,16
2021,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Math,42,Proficient,35.7,15
2021,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Math,37,Proficient,29.7,11
2021,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Math,100,Proficient,48,48
2021,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,English,99,Proficient,54.5,54
2021,Columbia,SUSQ-CYBER CS,SUSQ-CYBER CS,Math,16,Proficient,43.8,8
2021,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Math,128,Proficient,43,56
2021,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Science,59,Proficient,20.3,12
2021,State,,,Math,101846,Basic,25.6,26073
2021,State,,,Science,56721,Basic,19.1,10834
2021,State,,,English,11090,Basic,25.9,2873
2021,Columbia,BENTON AREA SD,BENTON AREA HS,Math,43,Basic,27.9,12
2021,Columbia,BENTON AREA SD,BENTON AREA HS,Science,13,Basic,0,0
2021,Columbia,BERWICK AREA SD,BERWICK AREA HS,Math,133,Basic,27.1,37
2021,Columbia,BERWICK AREA SD,BERWICK AREA HS,Science,37,Basic,13.5,5
2021,Columbia,BERWICK AREA SD,BERWICK AREA HS,English,24,Basic,8.3,2
2021,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Math,86,Basic,39.5,34
2021,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Science,48,Basic,16.7,9
2021,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Math,132,Basic,14.4,20
2021,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Science,61,Basic,9.8,6
2021,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Math,42,Basic,35.7,15
2021,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Math,37,Basic,37.8,14
2021,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Math,100,Basic,13,13
2021,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,English,99,Basic,27.3,28
2021,Columbia,SUSQ-CYBER CS,SUSQ-CYBER CS,Math,16,Basic,31.3,6
2021,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Math,128,Basic,10.2,14
2021,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Science,59,Basic,1.7,2
2021,State,,,Math,101846,BelowBasic,12,12222
2021,State,,,Science,56721,BelowBasic,13.3,7544
2021,State,,,English,11090,BelowBasic,24.6,2729
2021,Columbia,BENTON AREA SD,BENTON AREA HS,Math,43,BelowBasic,18.6,8
2021,Columbia,BENTON AREA SD,BENTON AREA HS,Science,13,BelowBasic,0,0
2021,Columbia,BERWICK AREA SD,BERWICK AREA HS,Math,133,BelowBasic,13.5,18
2021,Columbia,BERWICK AREA SD,BERWICK AREA HS,Science,37,BelowBasic,10.8,4
2021,Columbia,BERWICK AREA SD,BERWICK AREA HS,English,24,BelowBasic,20.8,5
2021,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Math,86,BelowBasic,7,7
2021,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Science,48,BelowBasic,6.3,4
2021,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Math,132,BelowBasic,2.3,4
2021,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Science,61,BelowBasic,1.6,1
2021,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Math,42,BelowBasic,2.4,2
2021,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Math,37,BelowBasic,13.5,5
2021,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Math,100,BelowBasic,5,5
2021,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,English,99,BelowBasic,14.1,14
2021,Columbia,SUSQ-CYBER CS,SUSQ-CYBER CS,Math,16,BelowBasic,12.5,2
2021,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Math,128,BelowBasic,0.8,2
2021,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Science,59,BelowBasic,0,0
2022,State,,,Math,59247,Top,63.8,37800
2022,State,,,Math,23768,Top,34.9,8296
2022,State,,,Science,62545,Top,41.9,26207
2022,State,,,Science,32909,Top,25.1,8261
2022,State,,,English,102836,Top,64.9,66741
2022,State,,,English,47058,Top,44.9,21130
2022,Columbia,BENTON AREA SD,BENTON AREA HS,Math,16,Top,87.6,15
2022,Columbia,BENTON AREA SD,BENTON AREA HS,Science,24,Top,45.8,11
2022,Columbia,BENTON AREA SD,BENTON AREA HS,English,38,Top,52.699999999999996,21
2022,Columbia,BERWICK AREA SD,BERWICK AREA HS,Math,70,Top,77.19999999999999,55
2022,Columbia,BERWICK AREA SD,BERWICK AREA HS,Science,121,Top,23.2,29
2022,Columbia,BERWICK AREA SD,BERWICK AREA HS,English,135,Top,51.1,69
2022,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Math,45,Top,82.2,37
2022,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Science,37,Top,40.5,15
2022,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,English,88,Top,78.39999999999999,69
2022,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Math,92,Top,90.19999999999999,83
2022,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Science,92,Top,42.400000000000006,40
2022,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,English,134,Top,68.7,93
2022,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Math,114,Top,22.8,26
2022,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Science,141,Top,27.6,39
2022,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,English,144,Top,34,49
2022,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Math,11,Top,81.8,9
2022,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Science,30,Top,50,15
2022,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,English,32,Top,68.69999999999999,22
2022,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Math,43,Top,95.4,42
2022,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Science,77,Top,55.9,44
2022,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,English,79,Top,81.10000000000001,65
2022,Columbia,SUSQ-CYBER CS,SUSQ-CYBER CS,English,11,Top,54.5,6
2022,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Math,108,Top,85.19999999999999,93
2022,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Science,82,Top,69.5,57
2022,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,English,135,Top,87.4,118
2022,State,,,Math,59247,Advanced,36.4,21566
2022,State,,,Math,23768,Advanced,16,3803
2022,State,,,Science,62545,Advanced,13.9,8694
2022,State,,,Science,32909,Advanced,5.5,1810
2022,State,,,English,102836,Advanced,10.3,10593
2022,State,,,English,47058,Advanced,3.8,1789
2022,Columbia,BENTON AREA SD,BENTON AREA HS,Math,16,Advanced,68.8,12
2022,Columbia,BENTON AREA SD,BENTON AREA HS,Science,24,Advanced,8.3,2
2022,Columbia,BENTON AREA SD,BENTON AREA HS,English,38,Advanced,5.3,3
2022,Columbia,BERWICK AREA SD,BERWICK AREA HS,Math,70,Advanced,34.3,25
2022,Columbia,BERWICK AREA SD,BERWICK AREA HS,Science,121,Advanced,1.7,3
2022,Columbia,BERWICK AREA SD,BERWICK AREA HS,English,135,Advanced,0.7,1
2022,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Math,45,Advanced,68.9,32
2022,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Science,37,Advanced,16.2,6
2022,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,English,88,Advanced,13.6,12
2022,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Math,92,Advanced,54.3,50
2022,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Science,92,Advanced,19.6,19
2022,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,English,134,Advanced,17.2,24
2022,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Math,114,Advanced,7.9,10
2022,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Science,141,Advanced,2.1,3
2022,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,English,144,Advanced,0,0
2022,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Math,11,Advanced,9.1,2
2022,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Science,30,Advanced,10,3
2022,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,English,32,Advanced,3.1,1
2022,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Math,43,Advanced,62.8,28
2022,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Science,77,Advanced,16.9,14
2022,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,English,79,Advanced,12.7,11
2022,Columbia,SUSQ-CYBER CS,SUSQ-CYBER CS,English,11,Advanced,0,0
2022,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Math,108,Advanced,46.3,51
2022,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Science,82,Advanced,23.2,20
2022,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,English,135,Advanced,18.5,25
2022,State,,,Math,59247,Proficient,27.4,16234
2022,State,,,Math,23768,Proficient,18.9,4493
2022,State,,,Science,62545,Proficient,28,17513
2022,State,,,Science,32909,Proficient,19.6,6451
2022,State,,,English,102836,Proficient,54.6,56149
2022,State,,,English,47058,Proficient,41.1,19341
2022,Columbia,BENTON AREA SD,BENTON AREA HS,Math,16,Proficient,18.8,4
2022,Columbia,BENTON AREA SD,BENTON AREA HS,Science,24,Proficient,37.5,9
2022,Columbia,BENTON AREA SD,BENTON AREA HS,English,38,Proficient,47.4,19
2022,Columbia,BERWICK AREA SD,BERWICK AREA HS,Math,70,Proficient,42.9,31
2022,Columbia,BERWICK AREA SD,BERWICK AREA HS,Science,121,Proficient,21.5,27
2022,Columbia,BERWICK AREA SD,BERWICK AREA HS,English,135,Proficient,50.4,69
2022,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Math,45,Proficient,13.3,6
2022,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Science,37,Proficient,24.3,9
2022,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,English,88,Proficient,64.8,58
2022,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Math,92,Proficient,35.9,34
2022,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Science,92,Proficient,22.8,21
2022,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,English,134,Proficient,51.5,70
2022,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Math,114,Proficient,14.9,17
2022,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Science,141,Proficient,25.5,36
2022,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,English,144,Proficient,34,49
2022,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Math,11,Proficient,72.7,8
2022,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Science,30,Proficient,40,12
2022,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,English,32,Proficient,65.6,21
2022,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Math,43,Proficient,32.6,15
2022,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Science,77,Proficient,39,31
2022,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,English,79,Proficient,68.4,55
2022,Columbia,SUSQ-CYBER CS,SUSQ-CYBER CS,English,11,Proficient,54.5,6
2022,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Math,108,Proficient,38.9,43
2022,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Science,82,Proficient,46.3,38
2022,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,English,135,Proficient,68.9,94
2022,State,,,Math,59247,Basic,19.6,11613
2022,State,,,Math,23768,Basic,29.2,6941
2022,State,,,Science,62545,Basic,33.1,20703
2022,State,,,Science,32909,Basic,35.7,11749
2022,State,,,English,102836,Basic,23.9,24578
2022,State,,,English,47058,Basic,33.7,15859
2022,Columbia,BENTON AREA SD,BENTON AREA HS,Math,16,Basic,6.3,2
2022,Columbia,BENTON AREA SD,BENTON AREA HS,Science,24,Basic,33.3,8
2022,Columbia,BENTON AREA SD,BENTON AREA HS,English,38,Basic,31.6,13
2022,Columbia,BERWICK AREA SD,BERWICK AREA HS,Math,70,Basic,14.3,11
2022,Columbia,BERWICK AREA SD,BERWICK AREA HS,Science,121,Basic,47.1,57
2022,Columbia,BERWICK AREA SD,BERWICK AREA HS,English,135,Basic,31.1,42
2022,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Math,45,Basic,13.3,6
2022,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Science,37,Basic,43.2,16
2022,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,English,88,Basic,19.3,17
2022,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Math,92,Basic,8.7,9
2022,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Science,92,Basic,46.7,43
2022,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,English,134,Basic,27.6,37
2022,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Math,114,Basic,50.9,59
2022,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Science,141,Basic,45.4,65
2022,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,English,144,Basic,43.1,63
2022,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Math,11,Basic,9.1,2
2022,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Science,30,Basic,36.7,12
2022,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,English,32,Basic,21.9,8
2022,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Math,43,Basic,0,0
2022,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Science,77,Basic,36.4,29
2022,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,English,79,Basic,15.2,13
2022,Columbia,SUSQ-CYBER CS,SUSQ-CYBER CS,English,11,Basic,27.3,4
2022,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Math,108,Basic,12,13
2022,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Science,82,Basic,25.6,21
2022,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,English,135,Basic,11.1,15
2022,State,,,Math,59247,BelowBasic,16.6,9836
2022,State,,,Math,23768,BelowBasic,35.9,8533
2022,State,,,Science,62545,BelowBasic,25.1,15699
2022,State,,,Science,32909,BelowBasic,39.2,12901
2022,State,,,English,102836,BelowBasic,11.2,11518
2022,State,,,English,47058,BelowBasic,21.4,10071
2022,Columbia,BENTON AREA SD,BENTON AREA HS,Math,16,BelowBasic,6.3,2
2022,Columbia,BENTON AREA SD,BENTON AREA HS,Science,24,BelowBasic,20.8,5
2022,Columbia,BENTON AREA SD,BENTON AREA HS,English,38,BelowBasic,15.8,7
2022,Columbia,BERWICK AREA SD,BERWICK AREA HS,Math,70,BelowBasic,8.6,7
2022,Columbia,BERWICK AREA SD,BERWICK AREA HS,Science,121,BelowBasic,29.8,37
2022,Columbia,BERWICK AREA SD,BERWICK AREA HS,English,135,BelowBasic,17.8,25
2022,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Math,45,BelowBasic,4.4,2
2022,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,Science,37,BelowBasic,16.2,6
2022,Columbia,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,English,88,BelowBasic,2.3,3
2022,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Math,92,BelowBasic,1.1,2
2022,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,Science,92,BelowBasic,10.9,11
2022,Columbia,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,English,134,BelowBasic,3.7,5
2022,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Math,114,BelowBasic,26.3,30
2022,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,Science,141,BelowBasic,27,39
2022,Columbia,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,English,144,BelowBasic,22.9,33
2022,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Math,11,BelowBasic,9.1,2
2022,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Science,30,BelowBasic,13.3,4
2022,Columbia,MILLVILLE AREA SD,MILLVILLE AREA JSHS,English,32,BelowBasic,9.4,4
2022,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Math,43,BelowBasic,4.7,3
2022,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,Science,77,BelowBasic,7.8,7
2022,Columbia,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,English,79,BelowBasic,3.8,4
2022,Columbia,SUSQ-CYBER CS,SUSQ-CYBER CS,English,11,BelowBasic,18.2,3
2022,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Math,108,BelowBasic,2.8,4
2022,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,Science,82,BelowBasic,4.9,5
2022,Montour,DANVILLE AREA SD,DANVILLE AREA SHS,English,135,BelowBasic,1.5,3
